category,video_title,content,similarity_score,is_euphemism,timestamp,author_id,is_first_time_appearance
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"yes, the law does need to be changed. i'm don't like prostitution myself, i think its rather disgusting. however, keeping it illegal keeps the problem at its current level. if it was properly regulated with sex workers being registered, taxed and made to undergo regular doctor visits to keep their license, we could lessen some of the harmful effects of prostitution. making it illegal (like certain recreational drugs) actually makes the problem worse.",0.4313,False,2008-09-24 00:36:03+00:00,UCWqBWfIxcJ539cP6T81wzVg,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"with sensibly regulated prostitution where workers get tested very frequently, stds would not be as big of a concern. also, people (not just women) were having tons of promiscuous sex before abortion was legalized, it just wasn't talked about. i'm just wondering from your comments and the slew of comments left on your channel if you're some kind of frat boy who might like palin not only because of her theocratic views but because she's ""one real hot milf"". lol!",0.4535,False,2008-11-22 08:19:16+00:00,UCWqBWfIxcJ539cP6T81wzVg,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,so sad. poor baby :(,0.3593,False,2009-01-11 23:14:47+00:00,UCE9dRf_MHpgERIz1kZz2xiQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"fat lot of good the lovely christians did whilst she got herself into that state, i bet she was never in a loving caring family, at least now her child has a chance",0.1719,False,2009-01-27 14:00:40+00:00,UCWDzseohgNqQg8nqlHKtezg,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,wow i hope the kid grows up without ever knowing about the mother,0.3476,False,2009-02-12 14:33:28+00:00,UCpfMa-5QpTnLuEsepExeNMw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,yeah i saw the herp. i hope she having a kid will change her life for the better.,0.2284,False,2009-03-20 22:51:19+00:00,UCv66rzy8NfkvVuBwuVgJbjw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"@hannahunney the religious faithful are the most disingenuous people we have in this country. they buy the most porn, beat their kids, & drink to excess. christianity is a front for abherent behaviours. more poeple are killed under the name of god than any other reason. wake up, learn something about the real world, and stop foistering this fantasy that religion is good for people.",0.3033,False,2010-07-26 02:42:56+00:00,UCOcK46vUADMnxdb5gCuInOg,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,this is horrible.,0.2812,False,2011-02-03 18:27:48+00:00,UCyFSq-jr51pBubPWcWg0ZsQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,@hannahunney the guy blocked out was probably a deacon in the church thats the rat-hole town of cleveland for you,0.28,False,2011-02-08 13:32:08+00:00,UCxkBbzeCI6BddMHnm6ys2uA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"@u2hubbard a whore is a whore be they black or white,",0.3912,False,2011-02-26 07:37:50+00:00,UC8xucKEWxJTgY5BKQSB2Z-g,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,why do americans look down on prostitution when every woman is a prostitute? when you are in school women will only go out with you if you have a car or something else they can profit from. that sticks with all women through life. i think women just get jealous because they can't use sex as a way to manipulate men when the working girls are around. lets face it guys when you have a high performance machine you don't take it to a back yard mechanic take it to a high priced pro.,0.4854,False,2011-05-09 22:55:29+00:00,UCYWl-kB6yH2h2M8deLvqc-g,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,they shoudl have put dudes ass on blast too,0.2396,False,2011-08-21 07:30:19+00:00,UCmgR_i9mcl33UAGgHKI82og,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,ive seen her before and shes uglier in person! :p,0.4298,False,2011-12-11 13:08:11+00:00,UCt-zcNKD5kTvabuwOLYLadA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,they need to confiscate that baby,0.3293,False,2011-12-11 13:09:12+00:00,UCt-zcNKD5kTvabuwOLYLadA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,ewwww cleveland trash,0.2997,False,2011-12-29 00:36:38+00:00,UCGHuHqqLEt4WKgazB263gPw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,i'd pay not to spend a night with her!!,0.2955,False,2012-04-15 17:08:32+00:00,UCP-2V6UUbL_zu_HVFAtoDag,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"you know cleavland police really dont give a shit if shes hoein her self out,there just tryna look good for tv",0.2664,False,2012-09-28 19:07:00+00:00,UCQNAvLd1w1YZKdNzs9KPeHw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"true but if she was black she would have been flamed on more and more ""popular"".",0.2595,False,2013-01-06 23:23:32+00:00,UCCgujX7sNiyH48QdTx08jvQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,wtf baby is not even born anyways how can people be so cruel taking baby away from her mother,0.3728,False,2013-09-19 06:36:11+00:00,UClk4E1CPOuLrcojofg4A0Xw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"oh let her make her money, it the oldest profession in the world, as long as she safe who cares, i mean i woiuldnt touch her with ten foot pole. but she kind of cute",0.2585,False,2013-10-12 03:19:11+00:00,UC73EoOKSpJxIAn-GCNddZ2w,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,what a hard accent to understand .,0.3441,False,2016-05-07 21:24:43+00:00,UCgVMky5eI0BFMY1b7GLQw8w,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,ha. mom :face with tears of joy:,0.3274,False,2016-09-12 02:39:39+00:00,UCkxLVi66tLkiitjC_zcCCug,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,he got charged so i don't get the point of rioting. protesting and rioting seems to be just the cool thing to do now.,0.5339,False,2017-02-09 19:13:23+00:00,UCKLm2R83aGZLRKlxRNs_E_g,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,multicultural globalization is messy,0.394,False,2017-02-09 19:29:13+00:00,UCXt1rXluomiRyRY_DK91WOQ,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,this will only help le pen.,0.2198,False,2017-02-09 23:11:14+00:00,UCV7LbQSqNhGyCOe5HXGwRFQ,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,the islamists are always very peaceful ...,0.3407,False,2017-02-13 23:22:58+00:00,UCMeoN-ZEBrDVuFCJpDEjF0w,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,wise out france this is the blac bloc rioting and they want anarchy not justice for theo. they don't give a shit about theo,0.3296,False,2017-02-14 17:12:44+00:00,UCWn_ZX6mmdADTvRjIJRAeQw,False
Social_Issues,Anti-Police Riots in Paris Continue After Alleged Rape,"i love how this is the only video i can find that is done by an american news network. then trump is called a liar when he says this is not getting coverage because trump is the only thing american news covers. lmfao!!!! it is just like in the usa, a bunch of men wearing black masks, bashing shit up. forgot to mention that this video is not just the only video i found, but it only has 3100 views.",0.2565,False,2017-02-17 16:09:29+00:00,UCZHWU1UhAkBvJkww6An-1WQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,"she is carrying your son or daughter, shame on u.",0.2981,False,2017-06-02 17:08:27+00:00,UCOFg51EQBmD6ekmOFPLPXpQ,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"doc, amputation is in my opinion one of the [absolute] worst case scenarios of any medic. it's the hail mary of hail mary moves in any field emergency.",0.7206,False,2018-02-22 23:23:18+00:00,UCxDbZFRqoKmCSL6SZWHdqkw,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,i've never thought about this topic. :thumbs up::thumbs up::flag: united states:,0.2001,False,2018-02-23 00:47:16+00:00,UC2tis8nVVMNfEgaODLrBKAw,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,good information doc. best,0.2334,False,2018-02-23 01:40:57+00:00,UCrIk-_upMA66bwJD2GR-m3w,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,you and nurse amy always have great information. thank you!,0.2395,False,2018-02-23 03:06:10+00:00,UCKzkpEknlngr0UUY3NSg7yA,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,great video. what would be an obtainable anesthetic to use during an amputation in a apocalyptic situation?,0.5236,False,2018-02-23 03:32:29+00:00,UCUlIbu4rk0Qs60pZlLQkMVg,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,thank you doc,0.2687,False,2018-02-23 03:36:34+00:00,UCBHpd2HZGLMLmxNT378UwNg,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,great info. the thought of doing this is more than scary.,0.2864,False,2018-02-23 03:39:20+00:00,UCDUrP-MSuL-xW1ZqVkwPXXg,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"thank you for all you and amy do for us!!! great topic, i hope i never have to do this.",0.1269,False,2018-02-23 03:42:23+00:00,UCpmvE2JrpjEhReL5YSSsx1A,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,this is a very important video thank you for posting this your knowledge is indispensable and you are a great asset to the preparedness community. however all american prepper thinks that amputation is for sissies maybe you can talk some sense into him but i doubt it!,0.6358,False,2018-02-23 03:55:47+00:00,UCfgtuaUadGgOA-91geQ8Qog,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"great information. having a good medical kit and of first aid kits are important even in the best of times. you should have a good first aid kit in your car and your home. many of the expendable items like band aids, gauge bandages, tape etc can be found at a discount at estate sales. usually whole bags of gauge bandages that would go for 10 or 12 dollars a box at the stores will be a couple of dollars.",0.1708,False,2018-02-23 05:46:59+00:00,UCgoro7vELuvoqi4f2c3sEaA,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,hopefully i will never have to use this information. thank you for sharing it.,0.126,False,2018-02-23 05:55:25+00:00,UCzQ_a_xTzTAYxs3RG2tAWkA,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"wow i looked at your site, your stuffs expensive, can't afford it.",0.2144,False,2018-02-23 10:02:18+00:00,UCfhEiOhd9N5u0z403Jvbd0Q,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"great topic and i'm glad you brought up the civil war. i am under the impression, during this time, amputations were so common due to the medical establishments inability to cope with the range of wounds they encountered. and most chillingly, expedience. you and amy are a boon to the prepper community, thank you so much.",0.6318,False,2018-02-23 15:22:37+00:00,UCivT4ZLecf6hblr2Qv02xog,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,"blunt and to the point dr. bones....thank you both so much, it's amazing how quickly learned techniques fade when they are not used and/or practiced....god bless.",0.2993,False,2018-02-23 20:02:41+00:00,UCtGwJRn5GswSO-EGwTQjjtA,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,dr b i am always grateful for your knowledge in helping the prepper community in being medically prepared i thank you and nurse amy for all do god bless you both !! :grinning face with smiling eyes:,0.229,False,2018-02-24 23:44:13+00:00,UCGA4tqL7z3SwmO37U2vv0Cw,False
Physical_State,Amputation Injuries in Off Grid Survival Scenarios,do you have any videos on iv's?,0.2097,False,2018-02-25 01:35:29+00:00,UCDQsizFhRnZN5i1p1XKINlg,False
Mortality,What to Say at a Funeral After a Suicide,"wonderful video, sarah. thank you!!",0.1356,False,2018-10-11 15:54:12+00:00,UCYA_MQ26fyv3Lo-M2udnSMQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,thanks heaps. <3,0.2438,False,2018-11-16 07:52:26+00:00,UCvghZwCM8B0mt44HBHZCmqQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,wonder if the baby is black?,0.3652,False,2019-03-22 16:59:39+00:00,UCdvhAUOa22Faag9YfU5vdQA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,i've had bigger,0.3111,False,2019-04-20 00:37:56+00:00,UCyERFNm4VOFyNRp_rKoK2Uw,False
Physical_State,Living Deaf and Blind: Heather’s Story,being able to feel sign language blows my mind.,0.485,False,2019-06-02 18:44:08+00:00,UCdJxDwyt7wj8lX2R5VXA7RA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,she looks like she’s 40 not 24!,0.2195,False,2019-06-12 13:59:52+00:00,UCuX_frKtGcm9FvPVRAhoC5Q,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,up to a hundred girls in chattanooga still sucking ding dongs for $20 in this sticky cheesy summertime,0.2706,False,2019-07-20 05:29:19+00:00,UCe3NOIAgG0bO1MeAlyX8vWQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,i think i'm going to find me a wife and settle down,0.3662,False,2019-07-20 05:29:30+00:00,UCe3NOIAgG0bO1MeAlyX8vWQ,False
Sexuality,Masturbation,you are a champ for mentioning d’angelo lol,0.1698,False,2019-11-02 05:15:26+00:00,UCdT_NZ-xtZXxqUVplO4OT-g,False
Sexuality,Masturbation,why am i watching this at 2am,0.3286,False,2019-11-03 02:47:25+00:00,UChwC45zyQ_q4X10c_qZ89tQ,False
Sexuality,Masturbation,"thanks dr. doe for this awesome video on the masturbation events. very informative and i love the way you explain the various steps as you go. takes away any feelings of guilt and makes it feel more of a duty to one self. been doing this since about age 7 and still going strong, just not as often! thanks once again and keep those video rolling!",0.5173,False,2019-11-03 19:02:36+00:00,UCiKzUquK_XEDZUGR6fXxZww,False
Sexuality,Masturbation,this helped me so much! thank you!!!!,0.1305,False,2019-11-06 22:27:03+00:00,UCfFJ3DrjgBgW7x6zVhdiQWQ,False
Sexuality,Masturbation,"why do we still feel compelled to deny this? good ole christian ""sinner"" label. somehow guys are given a rare ""by"" on this. they brag as we sulk.",0.2146,False,2019-11-12 11:19:14+00:00,UCqm9stLHHR_zZMufG1IicqA,False
Sexuality,Masturbation,what the fuck am i doing here.,0.3578,False,2019-11-17 00:26:13+00:00,UCBBFFZwA3ndzNIMsHqOzB_Q,False
Sexuality,Masturbation,"please read it seriously.i have 12 years long research on it n iam sharing it's essence in some words.iam sorry to say that reality is quite different. first of all please experiment on yourself before believing in such videos.just try to avoid masturbation for a month if u feel hard first try it for a week. then you will found yourself much happy,confident n energetic than before.for it promise with yourself not to watch any type of porn videos or the videos which promotes sexual desire engage your mind in something +ve n productive things. physical energy loss could be recovered but by masturbation your spiritual power will get so badly effected which can't be recovered by any nutritional diet which will gradually drive you towards depression n other. please don't take it wrong i have shared it purely for your wellness if you can't avoid at least minimize as much as you can",0.426,False,2019-11-26 18:36:15+00:00,UCrb_8SWOhbnDQR_SR13RabA,False
Sexuality,Masturbation,sexuality is the thing referred to as the apple in the garden of eden,0.3796,False,2019-11-29 19:21:52+00:00,UCGBOEIr8N11eG7qVILR86_w,False
Sexuality,Masturbation,"you are cute, sweet and so nice. thank you for all the information. god bless",0.1364,False,2019-11-30 05:42:26+00:00,UCgyRU88xARmpt1Gm64t8cVQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,do they still pay ????,0.2403,False,2019-11-30 18:00:31+00:00,UCYmM6HIpOHidyoY1QIswbOA,False
Sexuality,Masturbation,"so, i'm a yogi and i meditate a lot. in the last time i was with myself i had my headphones on and was listening to some of the music tracks i use to meditate with time passed by as i was in the act and i fell into a meditative trance somewhere between intense pleasure and meditative sedation. its by far the wierdest and most gratifying experience i've gone through in a while. otherwise, i'm curious as to how that would look on an mri with all my basic cognitive functions at a lower state of activity and the procceses involved in masturbation. ^~^",0.3009,False,2019-12-06 05:28:27+00:00,UCtcUUsQ-zZnOqdkOKItF_Qg,False
Sexuality,Masturbation,finally someone who explains it without acting like its gross,0.327,False,2019-12-06 07:21:04+00:00,UC_2bLyn2RWzkDeUIv_7zXyw,False
Sexuality,Masturbation,:zipper-mouth face:,0.3427,False,2019-12-06 21:11:51+00:00,UCJbSfii5PjDChvZVRyzO7cw,False
Sexuality,Masturbation,yes! thank you for this video! masturbation is self care :-),0.5298,False,2019-12-11 15:12:11+00:00,UCfGxuUzoilMf4zr_fzylVFw,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,this country has so many broken women,0.2899,False,2020-01-14 21:07:48+00:00,UCwezaUu-qzycq_siekYWpbw,False
Sexuality,Masturbation,:grinning face with smiling eyes:i got hard in workplace,0.2796,False,2020-01-15 03:28:19+00:00,UCoeKnkSmfUmWHqlXT6yd6dA,False
Medical_Conditions,22 with terminal cancer: Canadian gymnast grapples with a life-changing diagnosis | Before &amp; After,"tamara o’brien was my girlfriend , and i’m incredibly lucky to have been able to spend the time together with her that we had. it makes me happy to see that her story is being shared around the world. tams you are my angel. i’ll love you always and forever",0.1765,False,2020-02-14 06:43:19+00:00,UC3f7DIrLXCnYkgsG2ibTrRA,False
Sexuality,Masturbation,when i was a kid i used to rub in a pillow,0.2852,False,2020-04-08 00:21:19+00:00,UCDn9Xbb25NTDaIFpR6bN66w,False
Sexuality,Masturbation,"it's sad that i never knew female master nation even existed a year ago and that its really seen as something negative. me and my sister were watching something and the character starting doing it, and my sister described it as 'desperate'. this makes me angry now, it really shouldn't be seen that way",0.2408,False,2020-04-25 19:48:55+00:00,UC7do8VHjoNUGaZU5wxPxirA,False
Sexuality,Masturbation,thank you for making these videos. i wish i had seen them when i was younger; i was so ashamed and didn't know it's completely normal and part of being a human being.,0.2084,False,2020-04-29 09:59:19+00:00,UCTWz90qRiH06kPQnNu8j5OQ,False
Sexuality,Masturbation,she is the best sex therapist ever.,0.3017,False,2020-05-07 06:55:16+00:00,UCahSfHk256acLs6tw5Vy23w,False
Sexuality,Masturbation,wow if u skype and moan to me personally i'll explode honey shall we try,0.2272,False,2020-05-18 08:23:51+00:00,UCAFbltv5JbX85hTex9QJ3kw,False
Sexuality,Masturbation,love you so much,0.2486,False,2020-08-08 01:56:51+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,i'm anti male to male communication & always have been,0.2681,False,2020-08-08 02:00:20+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,i'm anti male to male physical contact,0.3936,False,2020-08-08 02:00:39+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,i'm single & free,0.297,False,2020-08-08 02:00:50+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,imagine males that kill women for a living..& claim to be celebrities,0.3336,False,2020-08-08 02:59:08+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,ta wall camera,0.241,False,2020-08-08 03:00:01+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,Masturbation,she was a child killer,0.5183,False,2020-08-08 03:00:20+00:00,UCQw36dIdIwPeenAxlDi1ChA,False
Sexuality,HOW TO ORGASM WITHOUT EJACULATION | Semen Retention &amp; Male Multiple Orgasms,":dizzy::sparkling heart: *if you like my video, make sure to check out my tantric mastery course for men: ** :smiling face with heart-eyes::dizzy:",0.3016,False,2020-09-21 12:02:55+00:00,UCArZ8Ms0KMyb2KrphNl2OnQ,False
Sexuality,Masturbation,i dont understand... stop making it complicated,0.2759,False,2020-09-23 08:35:45+00:00,UC0NDiTtnsOAtI0PMFdINaQA,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,she's smoking while pregnant!!!!! what???? and it was probably alcohol in that cup...,0.4565,False,2020-09-24 03:36:04+00:00,UCMTNOtLlGYyttBle0_5UwPQ,False
Medical_Conditions,What is Schizophrenia? - It&#39;s More Than Hallucinations,watch next - *delusional disorder is not schizophrenia*,0.6013,False,2020-10-18 04:08:57+00:00,UCL2QpphEeZFYwk6-WXD6hpA,False
Sexuality,Masturbation,how would you make this more accessible for disabled people?,0.6188,False,2020-10-28 04:36:23+00:00,UCRG0bfs-I0uVwnazx0NEvOg,False
Sexuality,Masturbation,this is comedical somehow,0.2767,False,2020-11-03 21:06:32+00:00,UCS61URF7IBEcjygfdFtq0tg,False
Sexuality,Masturbation,are you ruth westhiemer’s great grand daughter?,0.1829,False,2020-12-26 00:55:42+00:00,UC0qjczPOB2JGeAKzhm-7LOw,False
Sexuality,Masturbation,what an amazing woman! god i wish she was mine to have everyday!,0.1898,False,2020-12-29 20:00:04+00:00,UCrYnP2Iu0xxpC2Lmue8v_nQ,False
Sexuality,Masturbation,"good for you. i think masturbation and self love is great and healthy, never mind it opened my eyes to just how erotic my whole body can be. its hard to find partners who are genuinely open to exploring full sexuality, but thats where the self love can fill a gap. too bad i never met you!",0.4653,False,2021-01-01 08:59:09+00:00,UCK56ZfeGq4zp5AXKwQJjerw,False
Sexuality,Masturbation,there is nothing to replace the real thing but it sure helps to have a secondary backup system outside,0.1962,False,2021-01-15 04:31:18+00:00,UCXNcfqsTlNAG4tXb3YZMIZA,False
Sexuality,Masturbation,now folks have to keep you and the cat away from the sofia,0.2573,False,2021-02-03 10:13:42+00:00,UCZe1gX2jIJQZj4Dba-Ggq3w,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,if only there was more mom's like her that no matter how bad ur baby is u will always love them and be there for them,0.3401,False,2021-02-26 14:57:38+00:00,UCZsxVWi9yIv5moljxMETSyA,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,chemical drugs is a hell of a drug but weed is safer sad this kid meets his fate,0.5091,False,2021-03-03 18:27:46+00:00,UCamiN8KylWwVc9F0n5cwceQ,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,you can get in bad company of people easily in a short while but to get in good company of people it takes time but atleast one shall be on right path in life. those who looted others will get destroyed like this.......god bless n keep all in safe hands of almighty........om:triangular flag::flag: india:,0.3485,False,2021-03-04 19:14:22+00:00,UCdw48P8MtREwT_tDJi64goQ,False
Sexuality,Masturbation,"you need to know this stuff. embarrass yes, but learn",0.2885,False,2021-03-06 01:14:24+00:00,UC1ikIVZsCKpPfG7AadtkfPA,False
Sexuality,Masturbation,dr doe is better than meg ryan!!!!,0.218,False,2021-03-08 18:48:01+00:00,UCwL3eXhJz4DQUfcFJ4sw7_w,False
Crime_Conflict,What is bribery propaganda?,*:raised hand: what is your question? write your comment here! :raised hand:*,0.2963,False,2021-03-22 05:25:07+00:00,UCbuD8T_MRTDTeLBp-3yYeNQ,False
Sexuality,Pregnant Prostitute Still Working Chattanooga &amp; Cleveland,that's wrong,0.2757,False,2021-03-22 17:03:16+00:00,UCIB_MvqBhWAMTz9A541-9Cw,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,kratom... kratom saves lives,0.3241,False,2021-03-26 03:19:19+00:00,UCpUGq4Fpk8Wr0Q4SdbyxNHQ,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,wow. 12 is so young! poor kid! hes probably gonna have a hard time getting off of it. good luck brother! you'll get through this! we all have a struggle :pensive face::broken heart:,0.1751,False,2021-03-30 02:58:54+00:00,UCe-yNi8nBfnA7SdFDRqSYOg,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,man if she really loved her son she’d have him with her safe at the house,0.2447,False,2021-04-07 22:09:19+00:00,UCKoRweLQ-s3Z184Kkd_JwhQ,False
Personal_Relational,When They Deny the Affair,"great video, i really needed to hear this, my husband had an affair for 6 years, he called it friends with benefits, now he’s very remorseful, ashamed, and empathic towards me, can you do a video about authentic remorse? what should i be looking for, thank you",0.3094,False,2021-04-08 12:58:10+00:00,UC4r1AoVHIn2p6JLS1Cl_Y5g,False
Personal_Relational,When They Deny the Affair,"hey lisa, did you do something different with your hair? looks nice!",0.3103,False,2021-04-09 03:18:12+00:00,UCG5pEsYNHWx_dzSncliUdjg,False
Sexuality,Masturbation,thank u...i like it,0.2243,False,2021-04-11 09:38:14+00:00,UC-tr_4ZyaE-tU6mlaTb8-Og,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,mother to blame for a kid being 12 and on drugs,0.4179,False,2021-04-12 00:16:50+00:00,UCh2nfZ0KdxmYRaUjOh3_FIg,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,drugs are better then love it ruins your life but never leaves you,0.5551,False,2021-04-13 04:23:34+00:00,UCJKmqrZcbttCyJfZS0yC4OA,False
Substances,Mother fears for drug addicted teenaged son&#39;s life,this reminds me of christiane f.,0.2177,False,2021-04-13 20:40:35+00:00,UCbQgEfJsGWoxBG2lqtLkFHQ,False
